cell_line	small_molecule	concentration	cell_count__time0	cell_count	cell_count__ctrl	replicate	GRvalue
MCF7	Nintedanib	3.33	1209	2411	4012	3	0.490140366893773
MCF7	Nintedanib	3.33	1235	1463	4056	1	0.103795415939942
MCF7	Nintedanib	3.33	1389	2660	5445	2	0.390509363099235
MCF7	Nintedanib	10	1209	1386	4012	3	0.0821531979165084
MCF7	Nintedanib	10	1235	844	4056	1	-0.199001720761495
MCF7	Nintedanib	10	1389	2134	5445	2	0.24343631135472
MCF7	OSI-027	0.04	1209	3192	4012	3	0.752464027098229
MCF7	OSI-027	0.04	1235	3766	4056	1	0.915359017850115
MCF7	OSI-027	0.04	1389	5485	5445	2	1.0074412698179
MCF7	OSI-027	0.12	1209	2358	4012	3	0.471122405880827
MCF7	OSI-027	0.12	1235	3019	4056	1	0.683764397325196
MCF7	OSI-027	0.12	1389	4017	5445	2	0.713982119188672
MCF7	OSI-027	0.37	1209	1958	4012	3	0.321286836502054
MCF7	OSI-027	0.37	1235	2071	4056	1	0.35166709486983
MCF7	OSI-027	0.37	1389	2848	5445	2	0.439534749794912
MCF7	OSI-027	1.11	1209	1612	4012	3	0.18085819879522
MCF7	OSI-027	1.11	1235	1974	4056	1	0.314395667249005
MCF7	OSI-027	1.11	1389	2175	5445	2	0.255500859166579
MCF7	OSI-027	3.33	1209	1459	4012	3	0.114732219958553
MCF7	OSI-027	3.33	1235	1789	4056	1	0.24112246673078
MCF7	OSI-027	3.33	1389	2141	5445	2	0.245504143739678
MCF7	OSI-027	10	1209	1255	4012	3	0.0218131458599518
MCF7	OSI-027	10	1235	1623	4056	1	0.172634157870713
MCF7	OSI-027	10	1389	1894	5445	2	0.170398120536035
MCF7	Omipalisib	0.04	1209	1105	4012	3	-0.0506502065662432
MCF7	Omipalisib	0.04	1235	1362	4056	1	0.0587157202284632
MCF7	Omipalisib	0.04	1389	1402	5445	2	0.00473785817873185
MCF7	Omipalisib	0.12	1209	1054	4012	3	-0.0762222392264269
MCF7	Omipalisib	0.12	1235	1363	4056	1	0.0591687567888983
MCF7	Omipalisib	0.12	1389	1383	5445	2	-0.00219406981546788
MCF7	Omipalisib	0.37	1209	1105	4012	3	-0.0506502065662432
MCF7	Omipalisib	0.37	1235	1396	4056	1	0.0740420509270028
MCF7	Omipalisib	0.37	1389	1294	5445	2	-0.0353078197804155
MCF7	Omipalisib	1.11	1209	1102	4012	3	-0.0521404626401252
MCF7	Omipalisib	1.11	1235	1194	4056	1	-0.0194876116770197
MCF7	Omipalisib	1.11	1389	1179	5445	2	-0.0798047852996925
MCF7	Omipalisib	3.33	1209	1073	4012	3	-0.0666356195298169
MCF7	Omipalisib	3.33	1235	1053	4056	1	-0.0887437711846457
MCF7	Omipalisib	3.33	1389	1081	5445	2	-0.119442856806726
MCF7	Omipalisib	10	1209	903	4012	3	-0.155183862916074
MCF7	Omipalisib	10	1235	822	4056	1	-0.211239232863636
MCF7	Omipalisib	10	1389	746	5445	2	-0.270501676965502
MCF7	PD0325901	0.04	1209	2624	4203	3	0.538914073894698
MCF7	PD0325901	0.04	1209	2638	4012	3	0.569671431588763
MCF7	PD0325901	0.04	1235	2945	4056	1	0.65958264674913
MCF7	PD0325901	0.04	1235	2959	4267	1	0.629865067236274
MCF7	PD0325901	0.04	1389	3622	5445	2	0.626288388256376
MCF7	PD0325901	0.04	1389	3848	5905	2	0.629116431082588
MCF7	PD0325901	0.12	1209	2557	4012	3	0.541636950724412
MCF7	PD0325901	0.12	1209	2623	4203	3	0.538587792022387
MCF7	PD0325901	0.12	1235	2490	4056	1	0.504919705032456
MCF7	PD0325901	0.12	1235	2656	4267	1	0.534342126093462
MCF7	PD0325901	0.12	1389	3310	5445	2	0.553632813289709
MCF7	PD0325901	0.12	1389	3513	5905	2	0.559574939702247
MCF7	PD0325901	0.37	1209	2390	4203	3	0.460991604421622
MCF7	PD0325901	0.37	1209	2523	4012	3	0.529757900324434
MCF7	PD0325901	0.37	1235	2320	4056	1	0.444147439807569
MCF7	PD0325901	0.37	1235	2560	4267	1	0.503086140276942
MCF7	PD0325901	0.37	1389	3098	5445	2	0.502321104067696
MCF7	PD0325901	0.37	1389	3616	5905	2	0.58131077442063
MCF7	PD0325901	1.11	1209	2197	4203	3	0.394136144462583
MCF7	PD0325901	1.11	1209	2208	4012	3	0.416295263206356
MCF7	PD0325901	1.11	1235	2251	4056	1	0.41895363227642
MCF7	PD0325901	1.11	1235	2435	4267	1	0.46160260424289
MCF7	PD0325901	1.11	1389	2953	5445	2	0.466222973769074
MCF7	PD0325901	1.11	1389	3226	5905	2	0.497195139843261
MCF7	PD0325901	3.33	1209	1875	4012	3	0.288625276381736
MCF7	PD0325901	3.33	1209	1945	4203	3	0.302780747195478
MCF7	PD0325901	3.33	1235	1593	4056	1	0.159950386549799
MCF7	PD0325901	3.33	1235	1709	4267	1	0.199139474759016
MCF7	PD0325901	3.33	1389	2287	5445	2	0.287898196921991
MCF7	PD0325901	3.33	1389	2392	5905	2	0.297361405676108
MCF7	PD0325901	10	1209	1471	4012	3	0.120021193584154
MCF7	PD0325901	10	1209	1625	4203	3	0.178808938161131
MCF7	PD0325901	10	1235	1104	4056	1	-0.0632714013491796
MCF7	PD0325901	10	1235	1168	4267	1	-0.0307022086112195
MCF7	PD0325901	10	1389	1384	5905	2	-0.00172571028777768
MCF7	PD0325901	10	1389	1461	5445	2	0.0259733885983497
MCF7	PD173074	0.04	1209	4081	4012	3	1.01980514884609
MCF7	PD173074	0.04	1235	4512	4056	1	1.12814717270462
MCF7	PD173074	0.04	1389	6234	5445	2	1.14214334597703
MCF7	PD173074	0.12	1209	4168	4012	3	1.04457650056832
MCF7	PD173074	0.12	1235	4427	4056	1	1.10468505744469
MCF7	PD173074	0.12	1389	5836	5445	2	1.07162501808173
MCF7	PD173074	0.37	1209	3920	4012	3	0.973368021280139
MCF7	PD173074	0.37	1235	4506	4056	1	1.12649710488319
MCF7	PD173074	0.37	1389	5549	5445	2	1.01929191736035
MCF7	PD173074	1.11	1209	4272	4012	3	1.07390359615912
MCF7	PD173074	1.11	1235	4692	4056	1	1.17723132218153
MCF7	PD173074	1.11	1389	5752	5445	2	1.05644187129468
MCF7	PD173074	3.33	1209	3926	4012	3	0.975112877288591
MCF7	PD173074	3.33	1235	4840	4056	1	1.21700369331922
MCF7	PD173074	3.33	1389	6034	5445	2	1.10699344305632
MCF7	PD173074	10	1209	2693	4012	3	0.588500402116478
MCF7	PD173074	10	1235	3129	4056	1	0.719258134470557
MCF7	PD173074	10	1389	2736	5445	2	0.410527349742393
MCF7	PD184352	0.04	1209	3272	4203	3	0.739942969808977
MCF7	PD184352	0.04	1235	4127	4267	1	0.963044801052556
MCF7	PD184352	0.04	1389	6167	5905	2	1.04202091122538
MCF7	PD184352	0.12	1209	3009	4203	3	0.660698518160339
MCF7	PD184352	0.12	1235	3911	4267	1	0.90492547543916
MCF7	PD184352	0.12	1389	5122	5905	2	0.86827225251468
MCF7	PD184352	0.37	1209	2969	4203	3	0.64838105001391
MCF7	PD184352	0.37	1235	3401	4267	1	0.761787234665894
MCF7	PD184352	0.37	1389	4444	5905	2	0.745441579506434
MCF7	PD184352	1.11	1209	2764	4203	3	0.584062473565841
MCF7	PD184352	1.11	1235	3287	4267	1	0.728524228678155
MCF7	PD184352	1.11	1389	3827	5905	2	0.624852134630914
MCF7	PD184352	3.33	1209	2643	4203	3	0.545102982026748
MCF7	PD184352	3.33	1235	2897	4267	1	0.610683674348485
MCF7	PD184352	3.33	1389	3553	5905	2	0.568054973464808
MCF7	PD184352	10	1209	1981	4203	3	0.316140200363302
MCF7	PD184352	10	1235	2074	4267	1	0.336189864420625
MCF7	PD184352	10	1389	2750	5905	2	0.38698525509902
MCF7	PF431396	0.04	1209	3174	4203	3	0.710757157615772
MCF7	PF431396	0.04	1235	3176	4267	1	0.695644131194683
MCF7	PF431396	0.04	1389	4828	5905	2	0.816119199782135
MCF7	PF431396	0.12	1209	2380	4203	3	0.457587841826446
MCF7	PF431396	0.12	1235	2184	4267	1	0.375357784222169
MCF7	PF431396	0.12	1389	3602	5905	2	0.578375505933159
MCF7	PF431396	0.37	1209	1470	4203	3	0.11487073308984
MCF7	PF431396	0.37	1235	1632	4267	1	0.168627807397679
MCF7	PF431396	0.37	1389	2289	5905	2	0.270298008438277
MCF7	PF431396	1.11	1209	1289	4203	3	0.0362864661603555
MCF7	PF431396	1.11	1235	1436	4267	1	0.0879565436621694
MCF7	PF431396	1.11	1389	1589	5905	2	0.0665499165747516
MCF7	PF431396	3.33	1209	1069	4203	3	-0.0661722455075454
MCF7	PF431396	3.33	1235	1215	4267	1	-0.0090862106989128
MCF7	PF431396	3.33	1389	1405	5905	2	0.00550062871611612
MCF7	PF431396	10	1209	642	4203	3	-0.296799493991218
MCF7	PF431396	10	1235	748	4267	1	-0.244463048258665
MCF7	PF431396	10	1389	665	5905	2	-0.29726361339914
MCF7	PF477736	0.04	1209	2896	4203	3	0.625710252460793
MCF7	PF477736	0.04	1235	2602	4267	1	0.516823130191226
MCF7	PF477736	0.04	1389	3686	5905	2	0.59589907334486
MCF7	PF477736	0.12	1209	2291	4203	3	0.42700996085782
MCF7	PF477736	0.12	1235	2160	4267	1	0.366887644205087
MCF7	PF477736	0.12	1389	2979	5905	2	0.441151369866229
MCF7	PF477736	0.37	1209	1945	4203	3	0.302780747195478
MCF7	PF477736	0.37	1235	2037	4267	1	0.322810345865473
MCF7	PF477736	0.37	1389	2726	5905	2	0.381174489138158
MCF7	PF477736	1.11	1209	1707	4203	3	0.211538189538188
MCF7	PF477736	1.11	1235	1768	4267	1	0.222110234849293
MCF7	PF477736	1.11	1389	2299	5905	2	0.272952972406403
MCF7	PF477736	3.33	1209	1573	4203	3	0.157673101441971
MCF7	PF477736	3.33	1235	1674	4267	1	0.185347341955251
MCF7	PF477736	3.33	1389	2002	5905	2	0.191349939481343
MCF7	PF477736	10	1209	1268	4203	3	0.0268603859192547
MCF7	PF477736	10	1235	1458	4267	1	0.09724366122925
MCF7	PF477736	10	1389	1495	5905	2	0.0358508649772817
MCF7	PF562271	0.04	1209	3497	4012	3	0.84735984399106
MCF7	PF562271	0.04	1235	3573	4056	1	0.85751527987543
MCF7	PF562271	0.04	1389	4722	5445	2	0.860531593920221
MCF7	PF562271	0.12	1209	3018	4012	3	0.696608994722278
MCF7	PF562271	0.12	1235	3336	4056	1	0.784669381322707
MCF7	PF562271	0.12	1389	4397	5445	2	0.794417701721255
MCF7	PF562271	0.37	1209	2452	4012	3	0.504731574855194
MCF7	PF562271	0.37	1235	2418	4056	1	0.479399086020852
MCF7	PF562271	0.37	1389	3527	5445	2	0.6045040203825
MCF7	PF562271	1.11	1209	1775	4012	3	0.248451770222794
MCF7	PF562271	1.11	1235	1591	4056	1	0.159101274750931
MCF7	PF562271	1.11	1389	2503	5445	2	0.348243626352339
MCF7	PF562271	3.33	1209	1125	4012	3	-0.0407584736396046
MCF7	PF562271	3.33	1235	986	4056	1	-0.123003752881369
MCF7	PF562271	3.33	1389	1233	5445	2	-0.058656210610627
MCF7	PF562271	10	1209	701	4012	3	-0.270182087545031
MCF7	PF562271	10	1235	725	4056	1	-0.266910006065602
MCF7	PF562271	10	1389	532	5445	2	-0.385493881893265
MCF7	PHA-665752	0.04	1209	4385	4203	3	1.04772444387831
MCF7	PHA-665752	0.04	1235	4485	4267	1	1.05649654101287
MCF7	PHA-665752	0.04	1389	6381	5905	2	1.07565785011237
MCF7	PHA-665752	0.12	1209	4138	4203	3	0.982734136459591
MCF7	PHA-665752	0.12	1235	4759	4267	1	1.12581587241438
MCF7	PHA-665752	0.12	1389	6367	5905	2	1.07347544287889
MCF7	PHA-665752	0.37	1209	4159	4203	3	0.988325412400562
MCF7	PHA-665752	0.37	1235	4574	4267	1	1.07921239795856
MCF7	PHA-665752	0.37	1389	6395	5905	2	1.07783776387232
MCF7	PHA-665752	1.11	1209	4055	4203	3	0.960511025342649
MCF7	PHA-665752	1.11	1235	4218	4267	1	0.987127364653524
MCF7	PHA-665752	1.11	1389	6391	5905	2	1.07721518532083
MCF7	PHA-665752	3.33	1209	4012	4203	3	0.948918493214759
MCF7	PHA-665752	3.33	1235	3763	4267	1	0.864282374715537
MCF7	PHA-665752	3.33	1389	5626	5905	2	0.954169966234167
MCF7	PHA-665752	10	1209	2513	4203	3	0.502352884131282
MCF7	PHA-665752	10	1235	3029	4267	1	0.651309720088608
MCF7	PHA-665752	10	1389	4976	5905	2	0.842573854837825
MCF7	PHA-793887	0.04	1209	1898	4012	3	0.29773615747545
MCF7	PHA-793887	0.04	1235	1311	4056	1	0.0354235978162973
MCF7	PHA-793887	0.04	1389	2290	5445	2	0.28875510648995
MCF7	PHA-793887	0.12	1209	1439	4012	3	0.105876278163475
MCF7	PHA-793887	0.12	1235	1381	4056	1	0.0672998504638023
MCF7	PHA-793887	0.12	1389	2180	5445	2	0.256964453360461
MCF7	PHA-793887	0.37	1209	1226	4012	3	0.00810152676339593
MCF7	PHA-793887	0.37	1235	1216	4056	1	-0.00899674644392756
MCF7	PHA-793887	0.37	1389	1696	5445	2	0.10662978600557
MCF7	PHA-793887	1.11	1209	1079	4012	3	-0.0636231838767559
MCF7	PHA-793887	1.11	1235	1207	4056	1	-0.013278815549707
MCF7	PHA-793887	1.11	1389	1507	5445	2	0.0422383627362943
MCF7	PHA-793887	3.33	1209	745	4012	3	-0.244051401822281
MCF7	PHA-793887	3.33	1235	1143	4056	1	-0.0441223137528962
MCF7	PHA-793887	3.33	1389	1357	5445	2	-0.0117563434859028
MCF7	PHA-793887	10	1209	647	4012	3	-0.303218083827377
MCF7	PHA-793887	10	1235	639	4056	1	-0.318928878219506
MCF7	PHA-793887	10	1389	578	5445	2	-0.359085147999504
MCF7	PI103	0.04	1209	2628	4012	3	0.566230242961781
MCF7	PI103	0.04	1235	3469	4056	1	0.825805358096747
MCF7	PI103	0.04	1389	4179	5445	2	0.748712365233048
MCF7	PI103	0.12	1209	1667	4012	3	0.203975280764922
MCF7	PI103	0.12	1235	2471	4056	1	0.498215332861695
MCF7	PI103	0.12	1389	2880	5445	2	0.44771890544871
MCF7	PI103	0.37	1209	1171	4012	3	-0.0182851670213388
MCF7	PI103	0.37	1235	1540	4056	1	0.137296228435887
MCF7	PI103	0.37	1389	1654	5445	2	0.0926391218259637
MCF7	PI103	1.11	1209	1007	4012	3	-0.10025522360192
MCF7	PI103	1.11	1235	1223	4056	1	-0.0056753803734213
MCF7	PI103	1.11	1389	1305	5445	2	-0.0311556095064734
MCF7	PI103	3.33	1209	915	4012	3	-0.148714373257214
MCF7	PI103	3.33	1235	1148	4056	1	-0.0416871508853506
MCF7	PI103	3.33	1389	1282	5445	2	-0.0398573839808096
MCF7	PI103	10	1209	700	4012	3	-0.270783889898634
MCF7	PI103	10	1235	1057	4056	1	-0.0867276063381173
MCF7	PI103	10	1389	1130	5445	2	-0.099412067850051
MCF7	PIK-93	0.04	1209	4130	4203	3	0.980600816133145
MCF7	PIK-93	0.04	1235	4925	4267	1	1.16695739009821
MCF7	PIK-93	0.04	1389	6398	5905	2	1.07830456464118
MCF7	PIK-93	0.12	1209	3784	4203	3	0.886506547022633
MCF7	PIK-93	0.12	1235	4937	4267	1	1.16990759447266
MCF7	PIK-93	0.12	1389	6076	5905	2	1.02753323181991
MCF7	PIK-93	0.37	1209	3322	4203	3	0.754684186770286
MCF7	PIK-93	0.37	1235	5022	4267	1	1.19071503937405
MCF7	PIK-93	0.37	1389	6152	5905	2	1.03964053700188
MCF7	PIK-93	1.11	1209	2696	4203	3	0.562263244356468
MCF7	PIK-93	1.11	1235	4643	4267	1	1.09668973244011
MCF7	PIK-93	1.11	1389	5797	5905	2	0.982396059026776
MCF7	PIK-93	3.33	1209	1983	4203	3	0.316879220239567
MCF7	PIK-93	3.33	1235	2438	4267	1	0.462609057225672
MCF7	PIK-93	3.33	1389	3444	5905	2	0.544827779214428
MCF7	PIK-93	10	1209	1189	4203	3	-0.0092366203928943
MCF7	PIK-93	10	1235	1417	4267	1	0.0798852410260864
MCF7	PIK-93	10	1389	1850	5905	2	0.147136104247451
MCF7	PLX-4720	0.04	1209	4027	4203	3	0.952968632526116
MCF7	PLX-4720	0.04	1235	4683	4267	1	1.10676909377034
MCF7	PLX-4720	0.04	1389	6242	5905	2	1.05387778100974
MCF7	PLX-4720	0.12	1209	4003	4203	3	0.946485184227711
MCF7	PLX-4720	0.12	1235	3969	4267	1	0.920667687405049
MCF7	PLX-4720	0.12	1389	5721	5905	2	0.969905446593646
MCF7	PLX-4720	0.37	1209	4295	4203	3	1.02423661740996
MCF7	PLX-4720	0.37	1235	4133	4267	1	0.964639826697566
MCF7	PLX-4720	0.37	1389	6284	5905	2	1.06048521803995
MCF7	PLX-4720	1.11	1209	4132	4203	3	0.981134317982548
MCF7	PLX-4720	1.11	1235	4186	4267	1	0.978685131154943
MCF7	PLX-4720	1.11	1389	5989	5905	2	1.01357627815414
MCF7	PLX-4720	3.33	1209	3822	4203	3	0.897022108814865
MCF7	PLX-4720	3.33	1235	3327	4267	1	0.740252543053061
MCF7	PLX-4720	3.33	1389	5426	5905	2	0.920583675653222
MCF7	PLX-4720	10	1209	3072	4203	3	0.679952165966239
MCF7	PLX-4720	10	1235	2141	4267	1	0.360152646369069
MCF7	PLX-4720	10	1389	3091	5905	2	0.466852641261263
MCF7	Palbociclib	0.04	1209	2761	4012	3	0.611556885625651
MCF7	Palbociclib	0.04	1235	3018	4056	1	0.683439275824304
MCF7	Palbociclib	0.04	1389	4400	5445	2	0.795038790932998
MCF7	Palbociclib	0.12	1209	2372	4012	3	0.47616340407369
MCF7	Palbociclib	0.12	1235	2425	4056	1	0.481894040619909
MCF7	Palbociclib	0.12	1389	3951	5445	2	0.699635305808358
MCF7	Palbociclib	0.37	1209	2022	4012	3	0.346074191568973
MCF7	Palbociclib	0.37	1235	2124	4056	1	0.371724127105836
MCF7	Palbociclib	0.37	1389	3632	5445	2	0.628565019561374
MCF7	Palbociclib	1.11	1209	1989	4012	3	0.333335247323824
MCF7	Palbociclib	1.11	1235	1794	4056	1	0.243143246128796
MCF7	Palbociclib	1.11	1389	3058	5445	2	0.49244767903476
MCF7	Palbociclib	3.33	1209	1850	4012	3	0.278668467151506
MCF7	Palbociclib	3.33	1235	1933	4056	1	0.298412751292897
MCF7	Palbociclib	3.33	1389	2633	5445	2	0.383330021889128
MCF7	Palbociclib	10	1209	1820	4012	3	0.266645007253084
MCF7	Palbociclib	10	1235	1966	4056	1	0.311288003366992
MCF7	Palbociclib	10	1389	2357	5445	2	0.307750679083572
MCF7	Pelitinib	0.04	1209	4399	4203	3	1.05135880755024
MCF7	Pelitinib	0.04	1235	4756	4267	1	1.12506657993551
MCF7	Pelitinib	0.04	1389	5916	5905	2	1.00178354654981
MCF7	Pelitinib	0.12	1209	4182	4203	3	0.994434837155125
MCF7	Pelitinib	0.12	1235	4915	4267	1	1.16449646439747
MCF7	Pelitinib	0.12	1389	5611	5905	2	0.951672796153394
MCF7	Pelitinib	0.37	1209	3818	4203	3	0.895917398884603
MCF7	Pelitinib	0.37	1235	4330	4267	1	1.01645514425047
MCF7	Pelitinib	0.37	1389	5272	5905	2	0.894280233480469
MCF7	Pelitinib	1.11	1209	2812	4203	3	0.599307164760708
MCF7	Pelitinib	1.11	1235	3706	4267	1	0.848441809098137
MCF7	Pelitinib	1.11	1389	4980	5905	2	0.84328311552721
MCF7	Pelitinib	3.33	1209	1741	4203	3	0.224903624781293
MCF7	Pelitinib	3.33	1235	1938	4267	1	0.28647401901348
MCF7	Pelitinib	3.33	1389	3172	5905	2	0.485139061259392
MCF7	Pelitinib	10	1209	849	4203	3	-0.178517603712287
MCF7	Pelitinib	10	1235	1082	4267	1	-0.0712738787114437
MCF7	Pelitinib	10	1389	782	5905	2	-0.240542364962815
MCF7	Pictilisib	0.04	1209	2135	4012	3	0.38904489630833
MCF7	Pictilisib	0.04	1235	1727	4056	1	0.215865968519609
MCF7	Pictilisib	0.04	1389	2668	5445	2	0.392629673935039
MCF7	Pictilisib	0.12	1209	1604	4012	3	0.177468157432767
MCF7	Pictilisib	0.12	1235	1451	4056	1	0.0985089172291804
MCF7	Pictilisib	0.12	1389	2178	5445	2	0.256379214324812
MCF7	Pictilisib	0.37	1209	1212	4012	3	0.00143315859608584
MCF7	Pictilisib	0.37	1235	1203	4056	1	-0.0151862304510544
MCF7	Pictilisib	0.37	1389	1601	5445	2	0.0747320208366731
MCF7	Pictilisib	1.11	1209	1216	4012	3	0.00334170941726764
MCF7	Pictilisib	1.11	1235	1211	4056	1	-0.0113740353663746
MCF7	Pictilisib	1.11	1389	1383	5445	2	-0.00219406981546788
MCF7	Pictilisib	3.33	1209	1112	4012	3	-0.0471795692161242
MCF7	Pictilisib	3.33	1235	1191	4056	1	-0.0209244081966802
MCF7	Pictilisib	3.33	1389	1289	5445	2	-0.0372009349340169
MCF7	Pictilisib	10	1209	903	4012	3	-0.155183862916074
MCF7	Pictilisib	10	1235	1193	4056	1	-0.0199663763693891
MCF7	Pictilisib	10	1389	1215	5445	2	-0.0656540909757116
MCF7	QL-X-138	0.04	1209	2945	4012	3	0.67277212681886
MCF7	QL-X-138	0.04	1235	1814	4056	1	0.251202978417671
MCF7	QL-X-138	0.04	1389	3387	5445	2	0.571866845185141
MCF7	QL-X-138	0.12	1209	2415	4012	3	0.491568486310102
MCF7	QL-X-138	0.12	1235	1647	4056	1	0.18271091190636
MCF7	QL-X-138	0.12	1389	3314	5445	2	0.554585148385257
MCF7	QL-X-138	0.37	1209	1937	4012	3	0.313079215280465
MCF7	QL-X-138	0.37	1235	1715	4056	1	0.210934196011118
MCF7	QL-X-138	0.37	1389	2730	5445	2	0.408957022875716
MCF7	QL-X-138	1.11	1209	1567	4012	3	0.161695467661509
MCF7	QL-X-138	1.11	1235	1553	4056	1	0.142882621781089
MCF7	QL-X-138	1.11	1389	2395	5445	2	0.318406166388806
MCF7	QL-X-138	3.33	1209	1407	4012	3	0.0915979417202499
MCF7	QL-X-138	3.33	1235	1527	4056	1	0.131690130810226
MCF7	QL-X-138	3.33	1389	2037	5445	2	0.214430391894455
MCF7	QL-X-138	10	1209	972	4012	3	-0.118461119104111
MCF7	QL-X-138	10	1235	1078	4056	1	-0.0761945184668754
MCF7	QL-X-138	10	1389	1134	5445	2	-0.097795968206003
MCF7	QL-XII-47	0.04	1209	2151	4012	3	0.395050820842296
MCF7	QL-XII-47	0.04	1235	2788	4056	1	0.607422748242937
MCF7	QL-XII-47	0.04	1389	4059	5445	2	0.723051513541179
MCF7	QL-XII-47	0.12	1209	1579	4012	3	0.166827992946323
MCF7	QL-XII-47	0.12	1235	1806	4056	1	0.247983555485251
MCF7	QL-XII-47	0.12	1389	3723	5445	2	0.649142108468869
MCF7	QL-XII-47	0.37	1209	1317	4012	3	0.0506865366621303
MCF7	QL-XII-47	0.37	1235	1131	4056	1	-0.0499849019723104
MCF7	QL-XII-47	0.37	1389	1728	5445	2	0.117175133983173
MCF7	QL-XII-47	1.11	1209	1028	4012	3	-0.0894598260669164
MCF7	QL-XII-47	1.11	1235	951	4056	1	-0.14128661500297
MCF7	QL-XII-47	1.11	1389	1257	5445	2	-0.0494035225933753
MCF7	QL-XII-47	3.33	1209	1021	4012	3	-0.093047858327898
MCF7	QL-XII-47	3.33	1235	979	4056	1	-0.126638389724309
MCF7	QL-XII-47	3.33	1389	1122	5445	2	-0.10265274380233
MCF7	QL-XII-47	10	1209	608	4012	3	-0.3278068154938
MCF7	QL-XII-47	10	1235	1019	4056	1	-0.106012021752643
MCF7	QL-XII-47	10	1389	1074	5445	2	-0.122340619878556
MCF7	R406	0.04	1209	3982	4012	3	0.991344259939058
MCF7	R406	0.04	1235	4106	4056	1	1.01433468177131
MCF7	R406	0.04	1389	4780	5445	2	0.872091911795311
MCF7	R406	0.12	1209	4172	4012	3	1.04571013820319
MCF7	R406	0.12	1235	4432	4056	1	1.10607035423017
MCF7	R406	0.12	1389	5075	5445	2	0.929849058176116
MCF7	R406	0.37	1209	4158	4012	3	1.04174039544216
MCF7	R406	0.37	1235	3615	4056	1	0.870211840078653
MCF7	R406	0.37	1389	5010	5445	2	0.917268035607532
MCF7	R406	1.11	1209	3712	4012	3	0.912164874625088
MCF7	R406	1.11	1235	3733	4056	1	0.90555785726956
MCF7	R406	1.11	1389	4320	5445	2	0.778404356336874
MCF7	R406	3.33	1209	3367	4012	3	0.807357903424343
MCF7	R406	3.33	1235	3054	4056	1	0.695115503112005
MCF7	R406	3.33	1389	4113	5445	2	0.734644505172407
MCF7	R406	10	1209	1925	4012	3	0.308372279394395
MCF7	R406	10	1235	1756	4056	1	0.227725766049101
MCF7	R406	10	1389	2309	5445	2	0.294169407001477
MCF7	Radicicol	0.04	1209	2453	4012	3	0.505086165880116
MCF7	Radicicol	0.04	1209	2692	4203	3	0.56097338300533
MCF7	Radicicol	0.04	1235	2568	4056	1	0.532222119753755
MCF7	Radicicol	0.04	1235	2719	4267	1	0.554583641834651
MCF7	Radicicol	0.04	1389	3671	5445	2	0.637414513734493
MCF7	Radicicol	0.04	1389	3973	5905	2	0.654251965884359
MCF7	Radicicol	0.12	1209	1778	4012	3	0.249670665473058
MCF7	Radicicol	0.12	1209	1864	4203	3	0.2723145501353
MCF7	Radicicol	0.12	1235	1760	4267	1	0.219015582330501
MCF7	Radicicol	0.12	1235	1793	4056	1	0.24273927836528
MCF7	Radicicol	0.12	1389	2238	5445	2	0.273822803344591
MCF7	Radicicol	0.12	1389	2459	5905	2	0.314640885068196
MCF7	Radicicol	0.37	1209	1432	4012	3	0.102764439703189
MCF7	Radicicol	0.37	1209	1564	4203	3	0.153983683553198
MCF7	Radicicol	0.37	1235	1601	4056	1	0.163342396331675
MCF7	Radicicol	0.37	1235	1603	4267	1	0.156972423623095
MCF7	Radicicol	0.37	1389	1571	5905	2	0.0607461588985241
MCF7	Radicicol	0.37	1389	1699	5445	2	0.10762255290562
MCF7	Radicicol	1.11	1209	1393	4203	3	0.0819968306242547
MCF7	Radicicol	1.11	1209	1436	4012	3	0.10454341734545
MCF7	Radicicol	1.11	1235	1587	4267	1	0.150502062554747
MCF7	Radicicol	1.11	1235	1626	4056	1	0.17389713490348
MCF7	Radicicol	1.11	1389	1673	5905	2	0.0931917072318003
MCF7	Radicicol	1.11	1389	1783	5445	2	0.135077646660244
MCF7	Radicicol	3.33	1209	1429	4203	3	0.0974642033365267
MCF7	Radicicol	3.33	1209	1452	4012	3	0.111638504099401
MCF7	Radicicol	3.33	1235	1503	4056	1	0.121287838998164
MCF7	Radicicol	3.33	1235	1664	4267	1	0.181383437068381
MCF7	Radicicol	3.33	1389	1609	5445	2	0.0774534932910806
MCF7	Radicicol	3.33	1389	1703	5905	2	0.102537122847927
MCF7	Radicicol	10	1209	954	4012	3	-0.127931849457313
MCF7	Radicicol	10	1209	1010	4203	3	-0.0952042185018783
MCF7	Radicicol	10	1235	947	4056	1	-0.143393819706054
MCF7	Radicicol	10	1235	998	4267	1	-0.112299578541225
MCF7	Radicicol	10	1389	1223	5445	2	-0.0625376606869819
MCF7	Radicicol	10	1389	1296	5905	2	-0.0326472852784194
MCF7	Ruxolitinib	0.04	1209	4326	4203	3	1.03235130708943
MCF7	Ruxolitinib	0.04	1235	3891	4267	1	0.8994732909694
MCF7	Ruxolitinib	0.04	1389	5760	5905	2	0.976325830563842
MCF7	Ruxolitinib	0.12	1209	4206	4203	3	1.00079401514872
MCF7	Ruxolitinib	0.12	1235	3957	4267	1	0.917419044346744
MCF7	Ruxolitinib	0.12	1389	5443	5905	2	0.923463331486001
MCF7	Ruxolitinib	0.37	1209	4219	4203	3	1.00423184744416
